"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"To Flock, To Crowd, To Swarm";"むれる";"どうして日本では、不良少年少女は、コンビニの前で群れる傾向があるんでしょうか。";"I wonder why delinquent kids tend to hang out in front of the convenience stores in Japan.";"None";"群れる";"群: 5"
"To Get Buried, To Be Buried";"うもれる";"昨夜、雪が30cmも積もり、車が埋もれてしまいました。";"The snow piled up 30 centimeters deep last night and my car got buried.";"None";"埋もれる";"埋: 9"
"To Compensate For";"うめあわせる";"どうにかこの損失を埋め合わせることはできないだろうか。";"Can’t we make up for this loss in some way or another?";"None";"埋め合わせる";"埋: 9, 合: 2"
"Restroom, Bathroom, Toilet";"おてあらい";"何時までに御手洗からバスに戻らなくてはいけませんか？行列ができているので、遅れないか心配してるんですが。";"How long before we have to be back to the bus from the bathroom? There is a long line, so I’m worried I’ll be late.";"N2";"御手洗";"御: 9, 手: 1, 洗: 6"
"Gifu Prefecture";"ぎふけん";"岐阜県に行くには、電車の乗り換えが必要ですか？";"Do I have to change trains to get to Gifu prefecture?";"None";"岐阜県";"岐: 9, 阜: 9, 県: 3"
"Employer, Employee";"こようしゃ";"雇用者に新しい電話番号を何度も教えてるのに、いっつも古い方の番号に掛けてくるんだよな。";"I’ve told my new phone number to my employer over and over again, but he always calls me at the old number.";"None";"雇用者";"雇: 9, 用: 2, 者: 3"
"Fragment";"はへん";"地面はガラスの破片だらけなので、気をつけて下さい。";"The ground is covered with glass fragments, so be careful.";"N2";"破片";"破: 5, 片: 6"
"Sorry, I Beg Your Pardon";"ごめんなさい";"御免なさい。このＴシャツのMサイズは売り切れちゃったんです。";"I’m sorry. We’re sold out of medium sizes for this T-shirt.";"N1";"御免なさい";"御: 9, 免: 9"
"Social Welfare";"しゃかいふくし";"明日なら、家族の墓参りをした後に、その社会福祉施設に寄れなくもないよ。";"I could stop by the social welfare facility after visiting my family’s graves tomorrow.";"None";"社会福祉";"社: 2, 会: 2, 福: 3, 祉: 9"
"Humble, Humility, Modesty";"けんそん";"その四十歳のGoogle社員は、自分の事を謙遜して「過去の遺物だ」なんて言っていたが、実際は全然そんなことないからね。";"The 40-year-old Google worker was so humble that he called himself a relic from another age, which really isn’t true at all.";"N2";"謙遜";"謙: 9, 遜: 9"
"Revolver, Pistol, Handgun";"けんじゅう";"私は拳銃を派手なスパンコールで飾り付けしてみました。";"I decorated my revolver with flashy sequins.";"None";"拳銃";"拳: 9, 銃: 9"
"Consideration, Compassion, Sympathy";"おもいやり";"思い遣りのつもりだったのかもしれないけど、嘘なんてついてほしくなかった。";"Maybe you did it out of consideration, but I didn't want you to lie.";"None";"思い遣り";"思: 2, 遣: 9"
"Consideration, Compassion, Sympathy";"おもいやり";"思い遣りのカケラもない奴だと思っていたが、そんなことはなかった。";"I had thought he was a man without a shred of compassion, but I was wrong.";"None";"思い遣り";"思: 2, 遣: 9"
"Consideration, Compassion, Sympathy";"おもいやり";"こんなに臭い部屋でいつまでも待たせるなんて、あいつはなんて思い遣りのないやつなんだ。";"It’s not very considerate of him to keep us waiting for so long in such a stinky room like this.";"None";"思い遣り";"思: 2, 遣: 9"
"Atomic Bomb";"げんばく";"原爆のことを言ってるんじゃないよ。";"I’m not talking about atomic bombs.";"N1";"原爆";"原: 2, 爆: 9"
"Shibuya";"しぶや";"私はよく渋谷駅で外国人を見ます。";"I usually see foreigners at Shibuya Station.";"None";"渋谷";"渋: 9, 谷: 2"
"To Charge A Battery, To Recharge, To Recharge A Battery";"じゅうでんする";"充電するのを忘れたから携帯の電源が切れて、目覚ましが鳴らなかったんだ。";"I forgot to charge my battery and my cellphone died, so my alarm didn’t go off.";"None";"充電する";"充: 9, 電: 2"
"Resourcefulness, Competence";"かいしょう";"どうしてあの甲斐性無しが彼女の愛を復活させることができたのか、全く理解できないね。";"I really can’t understand how such an incompetent man like that was able to rekindle her love.";"None";"甲斐性";"甲: 9, 斐: None, 性: 5"
"Reason For Living, Something Worth Living For";"いきがい";"ロッククライミングは私の生き甲斐です。";"Rock climbing is what I live for.";"None";"生き甲斐";"生: 1, 甲: 9, 斐: None"
"Back Of One's Hand";"てのこう";"とても綺麗な手の甲を持っていることが彼女の自慢です。";"She is proud that the backs of her hands are so beautiful.";"None";"手の甲";"手: 1, 甲: 9"
"Worth Doing";"やりがい";"この仕事は、誰かのために役に立つことができるので、とてもやり甲斐があります。";"This is a satisfying job for me because I can be useful to other people.";"None";"やり甲斐";"甲: 9, 斐: None"
"Jumping, Leaping";"おどり";"私は小躍りして喜びました。";"I jumped for joy.";"None";"躍り";"躍: 9"
"To Inquire, To Hear, To Visit ";"うかがう";"残って最後まで彼の話を伺いたいのは山々なんですが、残念ながらどうしても行かなくてはいけないんです。";"I’d love to stay here and hear his whole speech, but unfortunately I have to go.";"N3";"伺う";"伺: 9"
"To Devote Oneself, To Sink In, To Penetrate";"てっする";"ギャンブルに徹する覚悟を決めました。";"I am determined to devote myself to gambling.";"N1";"徹する";"徹: 9"
"All Night, Sleepless Night, All Nighter";"てつや";"英語を徹夜で勉強するなんて、いかにもあの子らしいよね。";"It’s just like her to study English all night.";"N3";"徹夜";"徹: 9, 夜: 2"
"Thoroughness, Completeness";"てってい";"彼女は徹底した化粧を施さないと、外出することができません。";"She can’t go out until she thoroughly applies her make-up.";"N3";"徹底";"徹: 9, 底: 4"
"Seto";"せと";"瀬戸内海の魚は美味しい。";"Fish from the Seto Inland Sea is delicious.";"None";"瀬戸";"瀬: 9, 戸: 2"
"Seto";"せと";"赤西仁を瀬戸市で見たよ。";"I saw Jin Akanishi in Seto City.";"None";"瀬戸";"瀬: 9, 戸: 2"
"Seto";"せと";"今日市場ですごくいい瀬戸物を見つけたんだよ。";"I found really nice Seto ware at the market today.";"None";"瀬戸";"瀬: 9, 戸: 2"
"Shallows";"たかせ";"この川はこの辺りは高瀬になってるから、きっと足が底に着くと思うよ。";"The river is pretty shallow around here, so I’m sure you’ll reach the bottom.";"None";"高瀬";"高: 2, 瀬: 9"
"Swift Currents, Rapids";"はやせ";"小舟は早瀬で横転してしまいました。";"The boat flipped over in the rapids. ";"None";"早瀬";"早: 1, 瀬: 9"
"Rapids, Shallows, Current";"せ";"「沈む瀬あれば浮かぶ瀬あり」なんていう言い回しがあるのは知ってるけど、今はマジで沈んでるわ。";"I know there’s a saying, ""life has its ups and its downs,"" but right now I’m really down.";"None";"瀬";"瀬: 9"
"Withdrawal, Removal";"てっきょ";"瓦礫の撤去に関するニュースをネットで読みました。";"I read the news about removing rubble on the internet.";"None";"撤去";"撤: 9, 去: 3"
"Withdrawal, Repeal, Taking Back";"てっかい";"ごめん。前言撤回するよ。";"Sorry, I take back what I said.";"None";"撤回";"撤: 9, 回: 2"
"Withdrawal, Repeal, Taking Back";"てっかい";"部長から辞表の撤回を求められて困っています。";"I'm in trouble because the manager is asking me to withdraw my resignation.";"None";"撤回";"撤: 9, 回: 2"
"Withdrawal, Repeal, Taking Back";"てっかい";"スト撤回の知らせがラインで回ってきた。";"I got a LINE message about the repeal of the strike.";"None";"撤回";"撤: 9, 回: 2"
"Withdrawal Of Troops";"てっぺい";"私はその撤兵を恥じた事は一度もありません。";"I never felt ashamed about the withdrawal of the troops.";"None";"撤兵";"撤: 9, 兵: 4"
"Measures, Steps";"そち";"その生徒の今後の措置についてはどうお考えですか。";"What do you think of the next steps for that student?";"N1";"措置";"措: 9, 置: 4"
"Wording";"そじ";"君の詩の措辞が素晴らしいことに感動しました。";"I was impressed that the wording of your poem was so beautiful.";"None";"措辞";"措: 9, 辞: 4"
"To Be Due To, To Be Caused By";"よる";"皆様のお力に拠って、成功することができました。感謝の気持ちをこめて、ベーコンをプレゼントさせて頂きます。";"I was able to succeed because of everyone’s support. I’ll give you guys a lot of bacon in thanks.";"None";"拠る";"拠: 9"
"Position, Location";"きょてん";"我々は生産拠点を海外に移します。";"We are going to move our production bases overseas.";"None";"拠点";"拠: 9, 点: 2"
"Physical Evidence, Evidence, Proof";"しょうこ";"私が不法侵入をしたという証拠はあるんですか。";"Do you have any physical evidence that I trespassed?";"N1";"証拠";"証: 5, 拠: 9"
"Basis, Grounds";"こんきょ";"彼が高所恐怖症だと思ったのには何か根拠があるんですか？";"What basis is there for you to think that he has a fear of heights?";"N1";"根拠";"根: 3, 拠: 9"
"Manners, Courtesy, Etiquette";"れいぎ";"日本の礼儀作法について学んでいます。";"I’m studying Japanese etiquette.";"N3";"礼儀";"礼: 3, 儀: 9"
"Ceremony, Ritual";"ぎしき";"昨夜我が家で生贄の儀式が行われた。";"The sacrificial ritual was held in my house last night.";"N2";"儀式";"儀: 9, 式: 3"
"Celebration, Congratulations";"しゅうぎ";"封筒の表には「御祝儀」と自分の名前を、裏には金額を書いたよ。";"I wrote ""congratulations"" and my name on the front of the envelope and the amount of money on the back.";"None";"祝儀";"祝: 4, 儀: 9"
"To Bow";"じぎする";"日本人はどうしてペコペコお辞儀ばっかりするんですか？";"Why do Japanese people bow so often?";"None";"辞儀する";"辞: 4, 儀: 9"
"Fruit Tree";"かじゅ";"果樹園での仕事は結構退屈です。";"The job at the orchard is pretty boring.";"None";"果樹";"果: 4, 樹: 6"
"Tree Bark, Bark";"じゅひ";"その樹皮は食べられますか？";"Is the bark edible? ";"None";"樹皮";"樹: 6, 皮: 3"
"Tree Planting";"しょくじゅ";"結婚の記念として、主人と私はメープルシュガーの木を植樹しました。";"My husband and I planted a sugar maple to commemorate our marriage.";"None";"植樹";"植: 3, 樹: 6"
"Resignation, Abandonment";"ほうき";"私は典型的な育児放棄をされた子どもで、孤児院で育ちました。";"I was a typical neglected child who grew up in an orphanage.";"N1";"放棄";"放: 3, 棄: 9"
"Annulment, Disposal";"はいき";"古いテレビの廃棄に支払うお金、五千円もあれば十分なんじゃないの？";"5,000 yen should be enough to dispose of the old TV, shouldn’t it?";"N1";"廃棄";"廃: 9, 棄: 9"
